,e1,px1,py1,pz1,e2,px2,py2,pz2
243,143.8019228,-36.651417123,-4.2297047078,-138.9089134,66.457590945,36.651417123,4.2297047078,-55.075444756
244,133.39225327,3.8057756534,-40.463290293,-126.96314994,76.015647751,-3.8057756534,40.463290293,-64.066581877
245,696.64096951,-13.269756158,-7.7135670561,-696.45600353,19.945615997,13.269756158,7.7135670561,-11.838583204
246,225.55594162,27.651993122,-11.002290668,-223.53458273,37.039473523,-27.651993122,11.002290668,-21.544128558
247,35.643163185,26.503158193,20.758402378,10.724570775,107.43366853,-26.503158193,-20.758402378,101.91454494
248,799.43070355,-22.020015969,17.576227581,798.92024314,108.3080605,22.020015969,-17.576227581,104.47363826
249,213.80225824,-15.61235994,39.711124479,-209.44831448,442.36073207,15.61235994,-39.711124479,-440.27287911
250,658.93183739,-4.7543025228,-24.519415076,658.44154731,60.947376921,4.7543025228,24.519415076,55.395736708
251,30.581915789,19.13739534,15.669865333,-17.360270545,278.31215605,-19.13739534,-15.669865333,-277.17103316
252,424.09676104,-10.66314697,-44.642941047,-421.57950358,496.33077599,10.66314697,44.642941047,-494.18160054
253,759.42376872,30.601487664,33.287892775,758.06189434,923.76233526,-30.601487664,-33.287892775,922.64306597
